True positives: 809.0	False positives: 5.0	True negatives: 121.0	False negatives: 53.0
Precision: 0.9938574938574939	Recall: 0.9385150812064965	F1-score: 0.9653937947494033
543410294513340417	Relevant
543754183866724352	Relevant
544846763840921600	Relevant
543603391755460609	Relevant
543749212546949122	Relevant
544212384987230208	Relevant
544086332788596736	Irrelevant
543760391763812352	Relevant
544298367249948672	Irrelevant
543626081832419328	Relevant
543640892725153793	Relevant
543022007541985280	Irrelevant
543684437611790336	Relevant
543719907289219074	Relevant
543598732080844800	Relevant
543640024621645825	Relevant
544402114160902144	Irrelevant
543667633959104512	Relevant
543944461722873856	Relevant
545389488218705921	Relevant
544009452404609024	Relevant
543616551811694593	Relevant
543992017265516544	Relevant
544124495381159936	Relevant
544879720899162112	Relevant
543064701668962304	Irrelevant
544054994463621120	Relevant
544142698236485634	Irrelevant
544461437293178880	Irrelevant
544187187542364161	Irrelevant
543565886255140865	Relevant
544782307601547264	Irrelevant
544286489283399680	Relevant
544845713117429761	Relevant
544849792984047616	Relevant
543987405846376448	Relevant
543782084402106368	Irrelevant
543569640522149889	Relevant
543617883289288704	Relevant
545147719472275457	Relevant
545201395524468736	Relevant
543780627896877056	Relevant
544925108268437504	Irrelevant
544935629461934080	Irrelevant
543733093291421697	Relevant
544886203233734658	Relevant
545308663724793856	Relevant
544188401495195648	Relevant
543712034538672129	Relevant
544761440352358401	Relevant
544141052685201409	Irrelevant
542202216321277955	Irrelevant
544670772396957696	Irrelevant
543995839048613888	Relevant
543895712707391488	Relevant
543750541667352576	Relevant
544846347694657536	Relevant
543477364324593666	Irrelevant
543766060592541696	Relevant
544090779673579520	Relevant
543632950869643265	Relevant
545436740266520576	Relevant
544867146950406144	Relevant
544945215866699776	Irrelevant
543908098491297792	Relevant
544458968152961024	Irrelevant
543617497640239105	Relevant
543669256609472513	Relevant
544207938127396865	Irrelevant
544017934767505408	Relevant
543606719776305153	Relevant
545202838394380288	Irrelevant
543704960672616449	Relevant
543713436404678656	Relevant
544091425730600961	Irrelevant
543664356248940544	Relevant
545594722526326784	Irrelevant
544175136241627137	Irrelevant
543518411524173824	Irrelevant
544852826791641088	Relevant
544460690149220352	Irrelevant
543936349125214208	Relevant
543705479164084224	Relevant
545249490085478400	Relevant
545080745941692416	Relevant
542121062461210624	Irrelevant
543716572611620864	Relevant
544134754288029696	Relevant
543700619769700352	Relevant
543857013462409216	Relevant
544052975644065792	Relevant
543783942533312514	Relevant
543666682145673216	Relevant
545611759822716928	Irrelevant
543590239470489602	Relevant
543730121916424193	Relevant
543955646367145984	Relevant
544125234635636736	Irrelevant
544137787276943360	Relevant
543980833452068864	Relevant
544095605539090432	Irrelevant
544843154994655233	Relevant
545372271255121920	Relevant
544310935066640384	Irrelevant
543691588804034561	Relevant
543815471103877120	Relevant
543914868240556035	Relevant
544843601243422720	Relevant
543781127341604864	Relevant
544029319438565376	Relevant
543680569016872960	Relevant
543640298035769344	Relevant
544875732904583169	Relevant
544864805329203200	Relevant
543771488331890688	Relevant
543185033868369921	Relevant
545441596766834688	Relevant
543586158068760576	Relevant
544460896769036290	Relevant
543681691387056128	Relevant
545396887969202176	Relevant
545438822213758976	Relevant
544060944351907840	Relevant
544104330454769664	Irrelevant
543973950087520256	Relevant
544043039866363904	Relevant
543861734042120192	Relevant
544878796285833216	Relevant
544132122726768640	Relevant
541804228243501056	Relevant
543593335164633088	Relevant
544460229513977856	Irrelevant
544212628340346880	Irrelevant
545595001074233344	Relevant
544100207412002816	Irrelevant
543620081805430785	Relevant
543665654415773696	Relevant
544047033380655104	Relevant
545182111473229824	Irrelevant
543743143351316480	Relevant
544146610309980160	Relevant
545595097690017792	Irrelevant
544847418135564290	Relevant
543723536229990400	Relevant
544843982849589248	Relevant
542986996466339840	Irrelevant
544903344767000576	Relevant
544534027294605312	Relevant
543718391123410945	Relevant
542972837389017088	Irrelevant
544106295909810177	Relevant
544741052574216192	Irrelevant
543641454824800256	Relevant
543747766329937921	Relevant
544464248391204864	Irrelevant
543128404485476352	Relevant
544174486728097792	Irrelevant
544103886630297602	Irrelevant
544853264924438528	Relevant
543675164370546688	Relevant
544115253043531776	Irrelevant
543638650412871681	Relevant
543639082195103746	Relevant
543431111679148033	Relevant
543591599402668032	Relevant
543755146744696833	Relevant
544329775884419072	Irrelevant
541802383580217346	Irrelevant
543720378107834368	Relevant
544017253943873536	Relevant
543813736448806912	Relevant
544219673097560065	Relevant
544868360932954112	Relevant
544888803861618688	Relevant
544844193193918466	Relevant
544887241944756225	Relevant
543600246136532992	Relevant
544857746214899712	Relevant
544208468228702208	Relevant
542976010581331968	Irrelevant
544221814587547648	Irrelevant
544856212412461057	Relevant
544144949978341376	Relevant
544307441362808832	Irrelevant
544840832021311488	Relevant
543725432764633088	Relevant
544863251180179457	Relevant
544248498284032000	Relevant
544055154358493184	Relevant
543987056863485952	Relevant
543711316204986368	Relevant
543633112803328000	Relevant
543619414898130945	Relevant
544892701913526272	Relevant
545172769176961024	Relevant
544843514039631872	Relevant
543569154955943937	Irrelevant
543626929400602624	Relevant
543645642875088896	Relevant
544107458675757056	Irrelevant
543712183830339584	Relevant
543657263286976512	Relevant
544843012644155392	Relevant
544500169522163712	Relevant
544020748260503553	Relevant
544881466836934657	Relevant
544275285517303808	Relevant
